"ID (a)" "Genes (b)" "num (c) " "neg|score (d)" "neg|p-value (e) " "neg|fdr (f)" "neg|rank (g)" "neg|goodsgrna (h)" "neg|lfc (i)" "pos|score (j)" "pos|p-value (k)" "pos|fdr (l)" "pos|rank (m)" "pos|goodsgrna (n)" "pos|lfc (o)"
ENSG00000167770 OTUB1 30 0.84096 0.99111 1 16693 2 0.47852 2.97E-07 2.62E-07 1.40E-05 202 24 0.47852
ENSG00000075914 EXOSC7 30 0.99923 0.99998 1 18361 2 0.48473 3.09E-07 2.62E-07 1.40E-05 203 19 0.48473
ENSG00000103197 TSC2 30 0.27053 0.75835 1 9714 6 0.41928 3.10E-07 2.62E-07 1.40E-05 204 18 0.41928
ENSG00000143570 SLC39A1 30 0.89806 0.99532 1 17191 3 0.60867 3.23E-07 2.62E-07 1.40E-05 205 19 0.60867
ENSG00000105821 DNAJC2 30 0.36054 0.83357 1 11216 4 0.66046 3.57E-07 2.62E-07 1.40E-05 206 19 0.66046
ENSG00000177030 DEAF1 30 1 1 1 18455 0 0.43809 3.65E-07 2.62E-07 1.40E-05 207 24 0.43809
ENSG00000070061 ELP1 30 0.93426 0.99777 1 17519 6 0.37285 3.79E-07 2.62E-07 1.40E-05 208 17 0.37285
ENSG00000114857 NKTR 30 0.9991 0.99998 1 18356 3 0.4185 3.90E-07 2.62E-07 1.40E-05 209 17 0.4185
ENSG00000011638 TMEM159 30 0.44799 0.88803 1 12472 2 0.48105 4.01E-07 2.62E-07 1.40E-05 210 23 0.48105
ENSG00000130749 ZC3H4 30 0.99905 0.99998 1 18351 3 0.50474 4.03E-07 2.62E-07 1.40E-05 211 22 0.50474
ENSG00000149532 CPSF7 30 0.91987 0.99703 1 17386 3 0.72063 4.14E-07 2.62E-07 1.40E-05 212 21 0.72063
ENSG00000242372 EIF6 30 0.99967 0.99999 1 18379 2 0.87219 4.22E-07 2.62E-07 1.40E-05 213 18 0.87219
ENSG00000167005 NUDT21 30 0.99424 0.99987 1 18217 2 0.74763 4.23E-07 2.62E-07 1.40E-05 214 18 0.74763
ENSG00000121897 LIAS 30 0.92211 0.99712 1 17406 4 0.66371 4.31E-07 2.62E-07 1.40E-05 215 22 0.66371
ENSG00000172943 PHF8 30 0.80999 0.98712 1 16401 4 0.48515 4.42E-07 2.62E-07 1.40E-05 216 22 0.48515
ENSG00000166783 MARF1 30 0.98274 0.99956 1 18039 3 0.67392 4.56E-07 2.62E-07 1.40E-05 217 21 0.67392
ENSG00000156030 ELMSAN1 30 0.86391 0.99303 1 16886 4 0.54473 4.65E-07 2.62E-07 1.40E-05 218 21 0.54473
ENSG00000198218 QRICH1 30 0.97838 0.99945 1 17987 2 0.47382 4.71E-07 2.62E-07 1.40E-05 219 19 0.47382
ENSG00000112983 BRD8 30 0.91149 0.99636 1 17303 6 0.54811 4.80E-07 2.62E-07 1.40E-05 220 19 0.54811
ENSG00000172757 CFL1 30 0.9788 0.99947 1 17995 4 0.66442 4.88E-07 2.62E-07 1.40E-05 221 23 0.66442
ENSG00000126261 UBA2 30 0.82043 0.98844 1 16494 5 0.80665 5.15E-07 2.62E-07 1.40E-05 222 17 0.80665
ENSG00000015676 NUDCD3 30 0.9426 0.99806 1 17611 4 0.36532 5.32E-07 2.62E-07 1.40E-05 223 18 0.36532
ENSG00000087263 OGFOD1 30 0.96389 0.99896 1 17842 4 0.5289 5.35E-07 2.62E-07 1.40E-05 224 20 0.5289
ENSG00000140836 ZFHX3 30 0.9953 0.99989 1 18240 2 0.38348 5.47E-07 2.62E-07 1.40E-05 225 22 0.38348
ENSG00000153391 INO80C 30 0.98541 0.99964 1 18080 3 0.418 5.55E-07 2.62E-07 1.40E-05 226 24 0.418
ENSG00000141867 BRD4 30 0.88926 0.99479 1 17107 3 0.73452 5.82E-07 2.62E-07 1.40E-05 227 22 0.73452
ENSG00000189007 ADAT2 30 0.98796 0.99973 1 18116 5 0.40415 5.85E-07 2.62E-07 1.40E-05 228 22 0.40415
ENSG00000198836 OPA1 30 0.96246 0.99889 1 17824 4 0.35152 5.92E-07 2.62E-07 1.40E-05 229 17 0.35152
ENSG00000137073 UBAP2 30 0.97456 0.99933 1 17954 4 0.59158 6.10E-07 2.62E-07 1.40E-05 230 20 0.59158
ENSG00000087237 CETP 30 0.96803 0.99915 1 17888 4 0.44718 6.98E-07 2.62E-07 1.40E-05 231 21 0.44718
ENSG00000055044 NOP58 29 0.27778 0.75993 1 9855 8 0.11195 7.49E-07 2.62E-07 1.40E-05 232 13 0.11195
ENSG00000166669 ATF7IP2 30 0.96993 0.99921 1 17916 4 0.5422 7.55E-07 2.62E-07 1.40E-05 233 23 0.5422
ENSG00000161981 SNRNP25 30 0.73268 0.97666 1 15708 5 0.44184 7.64E-07 2.62E-07 1.40E-05 234 17 0.44184
ENSG00000123154 WDR83 30 0.913 0.99645 1 17317 4 0.49342 7.73E-07 2.62E-07 1.40E-05 235 19 0.49342
ENSG00000010072 SPRTN 29 0.70266 0.96952 1 15403 8 0.4796 8.24E-07 2.62E-07 1.40E-05 236 15 0.4796
ENSG00000172795 DCP2 30 0.98467 0.99961 1 18066 3 0.53808 8.27E-07 2.62E-07 1.40E-05 237 20 0.53808
ENSG00000171148 TADA3 30 0.61832 0.95099 1 14559 7 0.55541 9.00E-07 2.62E-07 1.40E-05 238 18 0.55541
ENSG00000103353 UBFD1 30 0.9044 0.99578 1 17242 5 0.49184 9.28E-07 2.62E-07 1.40E-05 239 18 0.49184
ENSG00000164169 PRMT9 30 0.99275 0.99984 1 18188 4 0.42126 9.36E-07 2.62E-07 1.40E-05 240 22 0.42126
ENSG00000149084 HSD17B12 30 0.79699 0.98542 1 16248 4 0.69487 9.45E-07 2.62E-07 1.40E-05 241 22 0.69487
ENSG00000144713 RPL32 18 0.77907 0.96864 1 16075 4 1.1863 9.55E-07 2.62E-07 1.40E-05 242 12 1.1863
ENSG00000109475 RPL34 11 0.2211 0.55574 1 8748 3 1.0704 9.88E-07 2.62E-07 1.40E-05 243 7 1.0704
ENSG00000075856 SART3 30 0.99974 0.99999 1 18389 2 0.52049 1.01E-06 2.62E-07 1.40E-05 244 17 0.52049
ENSG00000160714 UBE2Q1 30 0.67785 0.96364 1 15157 4 0.33252 1.03E-06 2.62E-07 1.40E-05 245 17 0.33252
ENSG00000176986 SEC24C 30 0.97782 0.99944 1 17979 5 0.37156 1.15E-06 2.62E-07 1.40E-05 246 19 0.37156
ENSG00000155975 VPS37A 30 0.45219 0.89013 1 12524 4 0.49369 1.16E-06 2.62E-07 1.40E-05 247 20 0.49369
ENSG00000031823 RANBP3 30 0.9991 0.99998 1 18355 2 0.59172 1.23E-06 2.62E-07 1.40E-05 248 23 0.59172
ENSG00000131100 ATP6V1E1 30 0.79448 0.98514 1 16225 6 0.44107 1.25E-06 2.62E-07 1.40E-05 249 15 0.44107
ENSG00000205858 LRRC72 30 0.69588 0.96758 1 15335 5 0.37388 1.27E-06 2.62E-07 1.40E-05 250 16 0.37388
ENSG00000198492 YTHDF2 30 0.99571 0.9999 1 18251 4 0.44752 1.27E-06 2.62E-07 1.40E-05 251 21 0.44752
ENSG00000106113 CRHR2 30 0.6324 0.95349 1 14703 6 0.37179 1.29E-06 2.62E-07 1.40E-05 252 19 0.37179
ENSG00000174276 ZNHIT2 30 0.97674 0.9994 1 17971 4 0.50616 1.34E-06 2.62E-07 1.40E-05 253 18 0.50616
ENSG00000091127 PUS7 30 0.93702 0.99787 1 17555 4 0.61213 1.34E-06 2.62E-07 1.40E-05 254 20 0.61213
ENSG00000119547 ONECUT2 30 0.79355 0.98501 1 16218 5 0.4863 1.38E-06 2.62E-07 1.40E-05 255 22 0.4863
ENSG00000144840 RABL3 30 0.99945 0.99999 1 18372 2 0.42865 1.42E-06 2.62E-07 1.40E-05 256 23 0.42865
ENSG00000180354 MTURN 30 0.80845 0.9869 1 16388 5 0.47778 1.49E-06 2.62E-07 1.40E-05 257 23 0.47778
ENSG00000105254 TBCB 30 0.86377 0.99303 1 16884 5 0.36159 1.49E-06 2.62E-07 1.40E-05 258 19 0.36159
ENSG00000143774 GUK1 30 0.74114 0.97766 1 15776 6 0.55326 1.51E-06 2.62E-07 1.40E-05 259 22 0.55326
ENSG00000142676 RPL11 30 0.29373 0.78592 1 10155 8 0.18619 1.59E-06 2.62E-07 1.40E-05 260 11 0.18619
ENSG00000089234 BRAP 30 0.98954 0.99979 1 18144 4 0.22306 1.59E-06 2.62E-07 1.40E-05 261 18 0.22306
ENSG00000156928 MALSU1 30 0.97351 0.99931 1 17944 2 0.48571 1.59E-06 2.62E-07 1.40E-05 262 22 0.48571
ENSG00000140990 NDUFB10 30 0.89504 0.99516 1 17163 6 0.26976 1.61E-06 2.62E-07 1.40E-05 263 16 0.26976
ENSG00000156831 NSMCE2 30 0.9262 0.99746 1 17443 4 0.52098 1.63E-06 2.62E-07 1.40E-05 264 21 0.52098
ENSG00000122507 BBS9 30 0.9947 0.99988 1 18224 3 0.60482 1.64E-06 2.62E-07 1.40E-05 265 19 0.60482
ENSG00000153774 CFDP1 30 0.94973 0.99834 1 17683 3 0.40168 1.67E-06 2.62E-07 1.40E-05 266 20 0.40168
ENSG00000152348 ATG10 30 0.86154 0.99282 1 16860 4 0.48365 1.73E-06 2.62E-07 1.40E-05 267 20 0.48365
ENSG00000243725 TTC4 30 0.72946 0.97602 1 15682 4 0.27255 1.80E-06 2.62E-07 1.40E-05 268 16 0.27255
ENSG00000189079 ARID2 30 0.99579 0.99991 1 18253 1 0.48492 1.80E-06 2.62E-07 1.40E-05 269 20 0.48492
ENSG00000155858 LSM11 30 0.96377 0.99896 1 17839 2 0.63681 1.85E-06 2.62E-07 1.40E-05 270 19 0.63681
ENSG00000106346 USP42 30 0.52705 0.92136 1 13447 5 0.48452 1.90E-06 2.62E-07 1.40E-05 271 19 0.48452
ENSG00000116809 ZBTB17 30 0.99618 0.99991 1 18264 3 0.43121 1.93E-06 2.62E-07 1.40E-05 272 22 0.43121
ENSG00000105954 NPVF 30 0.99999 1 1 18444 1 0.55105 1.96E-06 2.62E-07 1.40E-05 273 18 0.55105
ENSG00000064102 INTS13 30 0.84899 0.99196 1 16757 5 0.34664 2.02E-06 2.62E-07 1.40E-05 274 17 0.34664
ENSG00000185651 UBE2L3 30 0.85783 0.99264 1 16829 3 0.60204 2.07E-06 2.62E-07 1.40E-05 275 23 0.60204
ENSG00000157216 SSBP3 30 0.90101 0.99557 1 17211 4 0.51068 2.07E-06 2.62E-07 1.40E-05 276 22 0.51068
ENSG00000148303 RPL7A 30 0.85819 0.99267 1 16833 5 1.0731 2.09E-06 2.62E-07 1.40E-05 277 18 1.0731
ENSG00000153815 CMIP 24 0.99727 0.99985 1 18299 2 0.58009 2.09E-06 2.62E-07 1.40E-05 278 19 0.58009
ENSG00000164151 ICE1 30 0.99883 0.99997 1 18341 3 0.57948 2.15E-06 2.62E-07 1.40E-05 279 20 0.57948
ENSG00000159377 PSMB4 30 0.20158 0.67874 1 8360 11 0.21399 2.16E-06 2.62E-07 1.40E-05 280 14 0.21399
ENSG00000103266 STUB1 30 0.46412 0.89456 1 12664 5 0.63759 2.20E-06 2.62E-07 1.40E-05 281 17 0.63759
ENSG00000102967 DHODH 30 0.99319 0.99985 1 18198 4 0.43787 2.21E-06 2.62E-07 1.40E-05 282 23 0.43787
ENSG00000023608 SNAPC1 30 0.69054 0.96627 1 15293 4 0.30157 2.25E-06 2.62E-07 1.40E-05 283 18 0.30157
ENSG00000108107 RPL28 30 0.99651 0.99992 1 18270 3 0.62012 2.27E-06 2.62E-07 1.40E-05 284 21 0.62012
ENSG00000167964 RAB26 30 0.99306 0.99985 1 18195 3 0.31627 2.45E-06 2.62E-07 1.40E-05 285 22 0.31627
ENSG00000135999 EPC2 30 0.98925 0.99979 1 18140 4 0.51444 2.51E-06 2.62E-07 1.40E-05 286 20 0.51444
ENSG00000164051 CCDC51 30 0.95199 0.99844 1 17707 5 0.57201 2.53E-06 2.62E-07 1.40E-05 287 19 0.57201
ENSG00000101464 PIGU 30 0.99813 0.99996 1 18311 3 0.49411 2.73E-06 2.62E-07 1.40E-05 288 17 0.49411
ENSG00000197774 EME2 30 0.82986 0.98971 1 16581 4 0.52403 2.74E-06 2.62E-07 1.40E-05 289 21 0.52403
ENSG00000273899 NOL12 30 0.99715 0.99994 1 18294 1 0.48824 2.75E-06 2.62E-07 1.40E-05 290 17 0.48824
ENSG00000196363 WDR5 30 0.96321 0.99892 1 17831 5 0.63597 2.80E-06 2.62E-07 1.40E-05 291 18 0.63597
ENSG00000116754 SRSF11 30 0.98321 0.99957 1 18048 1 0.5729 2.85E-06 2.62E-07 1.40E-05 292 20 0.5729
ENSG00000232119 MCTS1 30 0.99607 0.99991 1 18257 3 0.49848 2.87E-06 2.62E-07 1.40E-05 293 21 0.49848
ENSG00000162607 USP1 30 0.88346 0.99438 1 17051 3 0.50797 2.97E-06 2.62E-07 1.40E-05 294 23 0.50797
ENSG00000128915 ICE2 30 0.4589 0.89245 1 12597 4 0.65246 2.99E-06 2.62E-07 1.40E-05 295 18 0.65246
ENSG00000188846 RPL14 30 0.92137 0.99711 1 17399 6 0.71166 3.01E-06 2.62E-07 1.40E-05 296 17 0.71166
ENSG00000164850 GPER1 30 0.9138 0.99651 1 17324 3 0.45486 3.17E-06 2.62E-07 1.40E-05 297 23 0.45486
ENSG00000164346 NSA2 30 0.12752 0.54163 1 6629 9 -0.10322 3.17E-06 2.62E-07 1.40E-05 298 8 -0.10322
ENSG00000155330 C16orf87 30 0.86408 0.99303 1 16887 1 0.45505 3.20E-06 2.62E-07 1.40E-05 299 22 0.45505
ENSG00000197461 PDGFA 30 0.15036 0.592 1 7193 3 0.42518 3.22E-06 2.62E-07 1.40E-05 300 19 0.42518
ENSG00000152147 GEMIN6 30 0.050636 0.31637 1 4322 8 0.39117 3.45E-06 2.62E-07 1.40E-05 301 17 0.39117
ENSG00000160087 UBE2J2 30 0.92945 0.99759 1 17472 3 0.39149 3.49E-06 2.62E-07 1.40E-05 302 22 0.39149
ENSG00000160695 VPS11 30 0.99152 0.99982 1 18173 3 0.4146 3.56E-06 2.62E-07 1.40E-05 303 17 0.4146
ENSG00000121210 TMEM131L 30 0.99997 1 1 18429 1 0.43599 3.60E-06 2.62E-07 1.40E-05 304 20 0.43599
ENSG00000159055 MIS18A 30 0.96029 0.99879 1 17802 5 0.61712 3.68E-06 2.62E-07 1.40E-05 305 19 0.61712
ENSG00000102554 KLF5 30 0.98348 0.99957 1 18053 2 0.65043 3.71E-06 2.62E-07 1.40E-05 306 20 0.65043
ENSG00000164975 SNAPC3 30 0.98021 0.9995 1 18006 4 0.36228 3.76E-06 2.62E-07 1.40E-05 307 19 0.36228
ENSG00000112081 SRSF3 27 0.30613 0.781 1 10353 10 0.49999 3.86E-06 7.87E-07 4.10E-05 308 14 0.49999
ENSG00000166246 C16orf71 30 0.40439 0.86082 1 11893 6 0.53335 3.88E-06 2.62E-07 1.40E-05 309 18 0.53335
ENSG00000161016 RPL8 26 0.24487 0.71461 1 9233 7 0.46441 3.93E-06 1.31E-06 6.50E-05 310 14 0.46441
ENSG00000198042 MAK16 30 0.52692 0.92136 1 13445 5 0.93487 3.93E-06 2.62E-07 1.40E-05 311 17 0.93487
ENSG00000176142 TMEM39A 30 0.99476 0.99988 1 18225 3 0.5683 4.22E-06 2.62E-07 1.40E-05 312 19 0.5683
ENSG00000101557 USP14 30 0.77988 0.98328 1 16087 6 0.45716 4.23E-06 2.62E-07 1.40E-05 313 21 0.45716
ENSG00000170419 VSTM2A 30 0.99412 0.99987 1 18213 4 0.46827 4.24E-06 2.62E-07 1.40E-05 314 22 0.46827
ENSG00000169180 XPO6 30 0.99685 0.99993 1 18281 2 0.43248 4.33E-06 2.62E-07 1.40E-05 315 21 0.43248
ENSG00000070770 CSNK2A2 30 0.362 0.83449 1 11243 4 0.52258 4.35E-06 2.62E-07 1.40E-05 316 18 0.52258
ENSG00000158604 TMED4 30 0.32302 0.80589 1 10660 6 0.48673 4.38E-06 2.62E-07 1.40E-05 317 19 0.48673
ENSG00000015520 NPC1L1 30 0.95329 0.99849 1 17725 5 0.30767 4.44E-06 2.62E-07 1.40E-05 318 16 0.30767
ENSG00000138376 BARD1 30 0.9739 0.99932 1 17946 3 0.48111 4.45E-06 2.62E-07 1.40E-05 319 22 0.48111
ENSG00000081791 KIAA0141 30 0.16728 0.6337 1 7567 7 0.29913 4.48E-06 2.62E-07 1.40E-05 320 16 0.29913
ENSG00000149262 INTS4 29 0.95043 0.99825 1 17692 5 0.6148 4.54E-06 2.62E-07 1.40E-05 321 21 0.6148
ENSG00000156508 EEF1A1 24 0.93199 0.99594 1 17494 5 0.83481 4.55E-06 7.87E-07 4.10E-05 322 16 0.83481
ENSG00000155366 RHOC 30 0.58926 0.94387 1 14266 5 0.42096 4.73E-06 2.62E-07 1.40E-05 323 22 0.42096
ENSG00000110107 PRPF19 26 0.34937 0.80893 1 11044 9 -0.12743 4.74E-06 1.31E-06 6.50E-05 324 8 -0.12743
ENSG00000145592 RPL37 30 0.89777 0.9953 1 17187 7 0.20058 4.76E-06 2.62E-07 1.40E-05 325 14 0.20058
ENSG00000174106 LEMD3 30 0.88102 0.99419 1 17030 5 0.49107 4.82E-06 2.62E-07 1.40E-05 326 20 0.49107
ENSG00000167977 KCTD5 30 0.64627 0.95694 1 14840 5 0.43421 4.83E-06 2.62E-07 1.40E-05 327 21 0.43421
ENSG00000101407 TTI1 30 0.90587 0.99588 1 17254 7 0.24629 4.93E-06 2.62E-07 1.40E-05 328 16 0.24629
ENSG00000134759 ELP2 30 0.7767 0.98282 1 16050 7 0.29616 4.99E-06 2.62E-07 1.40E-05 329 17 0.29616
ENSG00000156886 ITGAD 30 0.94283 0.99807 1 17614 4 0.34288 5.09E-06 2.62E-07 1.40E-05 330 18 0.34288
ENSG00000162613 FUBP1 30 0.97392 0.99932 1 17948 5 0.5245 5.37E-06 2.62E-07 1.40E-05 331 17 0.5245
ENSG00000038358 EDC4 24 0.9171 0.9948 1 17360 3 0.54244 5.65E-06 1.31E-06 6.50E-05 332 16 0.54244
ENSG00000104976 SNAPC2 30 0.65843 0.95916 1 14973 7 0.2946 5.74E-06 2.62E-07 1.40E-05 333 17 0.2946
ENSG00000136271 DDX56 28 0.86026 0.99172 1 16852 6 0.7916 5.80E-06 2.36E-06 0.000108 334 18 0.7916
ENSG00000095906 NUBP2 30 0.63632 0.95421 1 14740 2 0.34036 5.81E-06 2.62E-07 1.40E-05 335 20 0.34036
ENSG00000115677 HDLBP 30 0.88022 0.99414 1 17024 6 0.42158 6.06E-06 2.62E-07 1.40E-05 336 20 0.42158
ENSG00000181852 RNF41 30 0.94745 0.99822 1 17659 3 0.47302 6.15E-06 2.62E-07 1.40E-05 337 20 0.47302
ENSG00000188730 VWC2 30 0.97814 0.99945 1 17983 5 0.44382 6.19E-06 2.62E-07 1.40E-05 338 22 0.44382
ENSG00000169714 CNBP 30 0.78355 0.98378 1 16134 7 0.34248 6.37E-06 2.62E-07 1.40E-05 339 18 0.34248
ENSG00000167792 NDUFV1 29 0.73302 0.9748 1 15710 5 0.30476 6.47E-06 2.62E-07 1.40E-05 340 15 0.30476
ENSG00000142544 CTU1 30 0.79137 0.9848 1 16197 8 0.49968 6.54E-06 2.62E-07 1.40E-05 341 17 0.49968
ENSG00000162069 BICDL2 30 0.99652 0.99992 1 18274 3 0.34827 6.55E-06 2.62E-07 1.40E-05 342 16 0.34827
ENSG00000161888 SPC24 28 0.45873 0.88559 1 12593 8 0.42628 6.75E-06 2.36E-06 0.000108 343 14 0.42628
ENSG00000122674 CCZ1 6 0.92766 0.95186 1 17454 0 0.82004 6.84E-06 2.89E-06 0.000131 344 5 0.82004
ENSG00000164442 CITED2 30 0.70654 0.97061 1 15443 6 0.38284 6.88E-06 2.62E-07 1.40E-05 345 16 0.38284
ENSG00000184162 NR2C2AP 30 0.78379 0.98382 1 16136 2 0.39599 7.10E-06 2.62E-07 1.40E-05 346 22 0.39599
ENSG00000162757 C1orf74 30 0.99976 0.99999 1 18394 2 0.49457 7.22E-06 2.62E-07 1.40E-05 347 19 0.49457
ENSG00000258947 TUBB3 30 0.17993 0.65319 1 7889 8 0.48127 7.25E-06 2.62E-07 1.40E-05 348 18 0.48127
ENSG00000144744 UBA3 30 0.80954 0.98712 1 16395 6 0.56934 7.60E-06 2.62E-07 1.40E-05 349 19 0.56934
ENSG00000120699 EXOSC8 30 0.87152 0.99348 1 16945 6 0.4144 7.68E-06 2.62E-07 1.40E-05 350 20 0.4144
ENSG00000106608 URGCP 24 0.99272 0.99965 1 18187 1 0.39561 7.94E-06 1.31E-06 6.50E-05 351 18 0.39561
ENSG00000166592 RRAD 30 0.59801 0.94592 1 14361 2 0.41945 8.57E-06 2.62E-07 1.40E-05 352 21 0.41945
ENSG00000155714 PDZD9 30 0.99717 0.99994 1 18296 3 0.38617 8.80E-06 2.62E-07 1.40E-05 353 19 0.38617
ENSG00000232258 TMEM114 30 0.99999 1 1 18439 1 0.48275 8.94E-06 2.62E-07 1.40E-05 354 19 0.48275
ENSG00000138614 INTS14 24 0.62315 0.94018 1 14605 2 0.5618 9.04E-06 1.84E-06 8.80E-05 355 16 0.5618
ENSG00000053372 MRTO4 30 0.95948 0.99876 1 17791 5 0.5632 9.11E-06 2.62E-07 1.40E-05 356 17 0.5632
ENSG00000107949 BCCIP 30 0.99624 0.99991 1 18267 4 0.53894 9.12E-06 2.62E-07 1.40E-05 357 18 0.53894
ENSG00000172366 MCRIP2 30 0.74218 0.97794 1 15786 3 0.4438 9.29E-06 2.62E-07 1.40E-05 358 20 0.4438
ENSG00000104979 C19orf53 29 0.87464 0.99325 1 16972 5 0.61247 9.33E-06 7.87E-07 4.10E-05 359 21 0.61247
ENSG00000167523 SPATA33 30 0.76342 0.98083 1 15946 3 0.63409 9.38E-06 2.62E-07 1.40E-05 360 19 0.63409
ENSG00000071537 SEL1L 30 0.79704 0.98542 1 16249 6 0.19368 9.52E-06 2.62E-07 1.40E-05 361 15 0.19368
ENSG00000135486 HNRNPA1 30 0.99846 0.99997 1 18324 2 0.33751 9.85E-06 2.62E-07 1.40E-05 362 21 0.33751
ENSG00000100162 CENPM 28 0.10379 0.47305 1 6051 12 0.066123 9.95E-06 2.36E-06 0.000108 363 10 0.066123
ENSG00000126698 DNAJC8 25 0.31927 0.78436 1 10586 5 0.59874 1.01E-05 2.62E-07 1.40E-05 364 18 0.59874
ENSG00000099377 HSD3B7 30 0.28951 0.77824 1 10072 5 0.34492 1.02E-05 2.62E-07 1.40E-05 365 22 0.34492
ENSG00000143379 SETDB1 30 0.85974 0.99272 1 16845 6 0.65034 1.03E-05 2.62E-07 1.40E-05 366 18 0.65034
ENSG00000072518 MARK2 30 0.8887 0.99477 1 17096 2 0.36275 1.03E-05 2.62E-07 1.40E-05 367 19 0.36275
ENSG00000156482 RPL30 29 0.72735 0.97395 1 15661 5 0.35646 1.05E-05 7.87E-07 4.10E-05 368 16 0.35646
ENSG00000277957 SENP3-EIF4A1 18 0.97813 0.99778 1 17982 1 0.49227 1.08E-05 1.84E-06 8.80E-05 369 14 0.49227
ENSG00000257365 FNTB 6 0.6732 0.84115 1 15117 1 1.2387 1.08E-05 2.89E-06 0.000131 370 5 1.2387
ENSG00000130713 EXOSC2 30 0.62732 0.95286 1 14653 6 0.44814 1.08E-05 2.62E-07 1.40E-05 371 16 0.44814
ENSG00000122641 INHBA 30 0.66974 0.96192 1 15087 3 0.44439 1.10E-05 2.62E-07 1.40E-05 372 21 0.44439
ENSG00000115866 DARS 23 0.13181 0.53202 1 6736 10 -0.040449 1.15E-05 1.31E-06 6.50E-05 373 9 -0.040449
ENSG00000115163 CENPA 30 0.86573 0.99308 1 16899 6 0.44815 1.16E-05 7.87E-07 4.10E-05 374 18 0.44815
ENSG00000144021 CIAO1 30 0.99999 1 1 18441 1 0.68146 1.19E-05 7.87E-07 4.10E-05 375 19 0.68146
ENSG00000109917 ZPR1 30 0.77381 0.98258 1 16023 4 0.65454 1.19E-05 7.87E-07 4.10E-05 376 18 0.65454
ENSG00000082898 XPO1 30 0.55955 0.93472 1 13891 5 0.85383 1.21E-05 7.87E-07 4.10E-05 377 18 0.85383
ENSG00000110060 PUS3 30 0.92469 0.99739 1 17433 4 0.30594 1.29E-05 1.31E-06 6.50E-05 378 16 0.30594
ENSG00000101442 ACTR5 30 0.9878 0.99973 1 18113 3 0.44109 1.31E-05 1.31E-06 6.50E-05 379 20 0.44109
ENSG00000170100 ZNF778 30 0.71577 0.97266 1 15538 4 0.46585 1.33E-05 1.31E-06 6.50E-05 380 19 0.46585
ENSG00000134717 BTF3L4 30 0.98258 0.99956 1 18033 5 0.29694 1.36E-05 1.31E-06 6.50E-05 381 19 0.29694
ENSG00000066044 ELAVL1 30 0.93922 0.99793 1 17573 5 0.48298 1.36E-05 1.31E-06 6.50E-05 382 20 0.48298
ENSG00000130227 XPO7 30 0.99942 0.99999 1 18368 2 0.36496 1.38E-05 1.31E-06 6.50E-05 383 21 0.36496
ENSG00000137038 DMAC1 30 0.030164 0.2269 1 3438 5 0.4083 1.39E-05 1.31E-06 6.50E-05 384 22 0.4083
ENSG00000130204 TOMM40 30 0.69024 0.96622 1 15291 4 0.47311 1.40E-05 1.31E-06 6.50E-05 385 19 0.47311
ENSG00000106052 TAX1BP1 30 0.64833 0.9573 1 14863 3 0.31905 1.40E-05 1.31E-06 6.50E-05 386 17 0.31905
ENSG00000115649 CNPPD1 30 0.62576 0.95261 1 14635 6 0.47944 1.41E-05 1.31E-06 6.50E-05 387 22 0.47944
ENSG00000172500 FIBP 30 0.99974 0.99999 1 18386 1 0.44151 1.45E-05 1.84E-06 8.80E-05 388 20 0.44151
ENSG00000116729 WLS 30 0.86161 0.99284 1 16862 6 0.53037 1.46E-05 1.84E-06 8.80E-05 389 21 0.53037
ENSG00000224470 ATXN1L 30 0.94902 0.9983 1 17676 3 0.38398 1.46E-05 1.84E-06 8.80E-05 390 21 0.38398
ENSG00000168872 DDX19A 30 0.99988 0.99999 1 18409 2 0.33505 1.50E-05 1.84E-06 8.80E-05 391 22 0.33505
ENSG00000197136 PCNX3 30 0.79633 0.98536 1 16242 4 0.44903 1.51E-05 1.84E-06 8.80E-05 392 19 0.44903
ENSG00000167984 NLRC3 30 0.96863 0.99917 1 17896 3 0.31635 1.54E-05 1.84E-06 8.80E-05 393 18 0.31635
ENSG00000186174 BCL9L 30 0.94974 0.99834 1 17684 3 0.44353 1.62E-05 1.84E-06 8.80E-05 394 19 0.44353
ENSG00000136518 ACTL6A 30 0.79711 0.98542 1 16250 6 0.77845 1.62E-05 1.84E-06 8.80E-05 395 20 0.77845
ENSG00000106080 FKBP14 30 0.99543 0.9999 1 18243 2 0.4041 1.63E-05 1.84E-06 8.80E-05 396 19 0.4041
ENSG00000111364 DDX55 30 0.99946 0.99999 1 18373 1 0.77069 1.64E-05 1.84E-06 8.80E-05 397 21 0.77069
ENSG00000109919 MTCH2 30 0.99426 0.99987 1 18219 3 0.40751 1.70E-05 2.36E-06 0.000108 398 22 0.40751
ENSG00000154099 DNAAF1 30 0.32258 0.80562 1 10652 5 0.32706 1.70E-05 2.36E-06 0.000108 399 21 0.32706
ENSG00000131475 VPS25 30 0.60983 0.9491 1 14489 7 0.39189 1.70E-05 2.36E-06 0.000108 400 16 0.39189
ENSG00000119953 SMNDC1 30 0.94451 0.99811 1 17631 4 0.48195 1.71E-05 2.36E-06 0.000108 401 18 0.48195
ENSG00000146574 CCZ1B 24 0.99514 0.99976 1 18235 1 0.45305 1.72E-05 2.36E-06 0.000108 402 17 0.45305
